"category","description","title","topic","prod_type","url","image","id","img_thumb","sale_price","price","uniq_id"
"INDIANA, IGAL M ATELIER, CALDER  AVEDON KINSKI ,NAGEL, RAZZIA ,COTY, BEN SHAHN,  ERTE ","NAGEL'S COMMEMORATIVE ORIGINAL SERIGRAPH #12,PATRICK NAGEL PRINT ORIGINAL SERIGRAPH LIMITED EDITION SIGNED IN THE PLATE. 36 X 24 Published by Mirage DUMAS.on heavy art paper,. a rare find , IT CAME FROM MY OLD STOCK, KEPT IN MINT CONDITION, IN THE PLASTIC SLEEVE.. WHAT YOU SEE ! IS THE AUTHENTIC PRINT. *--THIS IS NOT A CHEAP OFFSET REPRODUCTION !!!. Our motto is: WE SELL ONLY AUTHENTIC ART .
.","NAGEL COMMEMORATIVE ORIGINAL SERIGRAPH #10","Patrick Nagel","poster","http://igalcalderpicassowarhol.com/nacoorse12.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_52760936",12,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_52808531",150,200,"NEG10C"
"INDIANA, IGAL M ATELIER, CALDER  AVEDON KINSKI ,NAGEL, RAZZIA ,COTY, BEN SHAHN,  ERTE ","Product Description
NAGEL'S COMMEMORATIVE ORIGINAL SERIGRAPH # 14 PATRICK NAGEL PRINT ORIGINAL SERIGRAPH LIMITED EDITION SIGNED IN THE PLATE. 36 X 24 Published by Mirage DUMAS.on heavy art paper,. a rare find , IT CAME FROM MY OLD STOCK, KEPT IN MINT CONDITION, IN THE PLASTIC SLEEVE.. WHAT YOU SEE ! IS THE AUTHENTIC PRINT. *--THIS IS NOT A CHEAP OFFSET REPRODUCTION !!!. Our motto is: WE SELL ONLY AUTHENTIC ART .
.","NAGEL COMMEMORATIVE ORIGINAL SERIGRAPH #14","Patrick Nagel","poster","http://igalcalderpicassowarhol.com/nacoorse14.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_52835058",13,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_52844981",150,200,"newitem4252358952"
"INDIANA, IGAL M ATELIER, CALDER  AVEDON KINSKI ,NAGEL, RAZZIA ,COTY, BEN SHAHN,  ERTE ","NAGEL'S COMMEMORATIVE ORIGINAL SERIGRAPH # 9 PATRICK NAGEL PRINT ORIGINAL SERIGRAPH LIMITED EDITION SIGNED IN THE PLATE. 36 X 24 Published by Mirage DUMAS.on heavy art paper,. a rare find , IT CAME FROM MY OLD STOCK, KEPT IN MINT CONDITION, IN THE PLASTIC SLEEVE.. WHAT YOU SEE ! IS THE AUTHENTIC PRINT. *--THIS IS NOT A CHEAP OFFSET REPRODUCTION !!!. Our motto is: WE SELL ONLY AUTHENTIC ART .
.","NAGEL'S COMMEMORATIVE ORIGINAL SERIGRAPH # 9","Patrick Nagel","poster","http://igalcalderpicassowarhol.com/nacoorse1o.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_53472958",14,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_53502387",150,200,"NEG9C"
"INDIANA, IGAL M ATELIER, CALDER  AVEDON KINSKI ,NAGEL, RAZZIA ,COTY, BEN SHAHN,  ERTE ","NAGEL'S COMMEMORATIVE ORIGINAL SERIGRAPH # 7,PATRICK NAGEL PRINT ORIGINAL SERIGRAPH LIMITED EDITION SIGNED IN THE PLATE. 36 X 24 Published by Mirage DUMAS.on heavy art paper,. a rare find , IT CAME FROM MY OLD STOCK, KEPT IN MINT CONDITION, IN THE PLASTIC SLEEVE.. WHAT YOU SEE ! IS THE AUTHENTIC PRINT. *--THIS IS NOT A CHEAP OFFSET REPRODUCTION !!!. Our motto is: WE SELL ONLY AUTHENTIC ART . .
.","NAGEL'S COMMEMORATIVE ORIGINAL SERIGRAPH #7 M9NT","Patrick Nagel","poster","http://igalcalderpicassowarhol.com/nacoorse7mi.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_54327837",15,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_54378307",150,200,"NEG7C"
"INDIANA, IGAL M ATELIER, CALDER  AVEDON KINSKI ,NAGEL, RAZZIA ,COTY, BEN SHAHN,  ERTE ","FOLON NORMANDIE HOMAGE TO CASSANDRE ""MUSEE DE L'AFFICHE PARIS"". [C] 1978 ALICE EDITIONS- PRINTED IN ITALY BY ELLI & PAGANI."" OFFSET. 23 INCH X 31INCH.IN MINT CONDITION, VERY HARD TO FIND","FOLON NORMANDIE HOMAGE TO CASSANDRE ""MUSEE DE L'AFFICHE PARIS"". [C] 1978 ALICE EDITIONS","Jean-Michel Folon","poster","http://igalcalderpicassowarhol.com/fonohotocamd.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_59937842",16,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_60003325",,120,"FEL1NORM"
"INDIANA, IGAL M ATELIER, CALDER  AVEDON KINSKI ,NAGEL, RAZZIA ,COTY, BEN SHAHN,  ERTE ","ERTE .
THIS IS THEEXACT SERIGRAPH OF THE SIGNED AND NUMBEREDLIMITED EDITION IN COOLERS AND SIZE. IMAGE SIZE 30.1/2"" X 24"" PLUS MARGIN ORIGINAL SERIGRAPH POSTER PRODUCED WITH GOLD COLORING AS THE SIGNED EDITION.THE ONLY DIFFERENCE IS THET IT IS NOT SIGNED OR NUMBERD, AND IT HAVE LETTERING ON THE BOTTOM.
 IT READS""ALADDIN AND HIS BRIDE THE PRINCESS BOUDOUR-AL-BALDOUR"".
 PUBLISHED BY KANE FINE ART LTD.
PRINTED BY CORIANDER STUDIO LONDON(c)1983 SEVENTARTS LTD""
ACCORDING TO THE PUBLISHER OF THIS POSTER IT WAS A MISTAKE.
TO PRINT THEM AND THEY STOP ATFEW HUNDREDSTOTAL
 THAT'S WHY YOU DON'T SEE THEM AROUND.
 I HAVE ACQUIRED THEM DIRECTLY FROM THE PUBLISHER, . THE SIGNED AND NUMBERED PRINT IS LISTED ON LINE AT $3500.
SINCE I HAVE FEW OF THEM IN STOCK FROM THE PAST.I OFFERING THEM FOR A
FRACTION OF THE SIGNED ONE.
 GET THEM WHILE THEY LAST.
ONCE MY STOCK WILL BE DOWN TO VERY FEW THE PRICE 
WILL BE HIGHER. SO DON'T MISS IT","ERTE""ALADDIN AND HIS BRIDE THE PRINCESS BOUDOUR-AL-BALDOUR"".","Erte","poster","http://igalcalderpicassowarhol.com/erandhisbrpr.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_60806424",17,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_60842036",,250,"ERTE1ALAD"
"INDIANA, IGAL M ATELIER, CALDER  AVEDON KINSKI ,NAGEL, RAZZIA ,COTY, BEN SHAHN,  ERTE ","playboy collectors find. 
 PLAYBOY POSTER WITH 300 COVERS FROM 1953-1979. TEXT SAYS""PLAYBOY SILVER ANNIVERSARY POSTER.COMMEMORATING 25 YEARS OF PUBLISHING 300 COVERS PRINTED AND MORE THEN A BILLION COPY OF PLAYBOY SOLD.DECMBER 1953--JANUARY 1979.  [C] 1979 .PRINTED IN SWEDEN BY SCANDECOR""...this over size poster is 26.1/2x 38.3/4 [inches]THIS IS THE ORIGINAL PRINTING, AS AN ART DEALER  I BOUGHT THIS POSTERS DIRECTLY FROM THE DISTRIBUTOR. IN 1980.AND HAVE THEM SINCE. GOOD LUCKDETAILE","PLAYBOY POSTER WITH 300 COVERS FROM 1953-1979.RERE","Playboy Poster","poster","http://igalcalderpicassowarhol.com/plpowi300cof.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_62549120",18,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_62696652",100,125,"PLAYBOY"
"INDIANA, IGAL M ATELIER, CALDER  AVEDON KINSKI ,NAGEL, RAZZIA ,COTY, BEN SHAHN,  ERTE ","HERE YOU HAVE RARE THIS IS THE MOST COMPREHENSIVE HISTORICALLY POSTER, NAMING WITH PHOTOGRAPHS THE MAIN BOXING CHAMPIONS, EVENTS OF EA. CATEGORY OF ALL TIME TILL THE LATE 40'S,will give you the list by category,
following the date of the event as it shows on the poster. 22.1/2 X 28 all photographs are black & white,with orange back ground....
POSTER IS IN MINT CONDITION./
   ****starting from the left;top///;;;BANTAM WEIGHTS///; topleft;;PETE HERMAN, 1917;under is;GEORGE DIXON.1890...in center ,MANUEL ORTIZ 1942...top right tis;JOE LYNCH 1920...under is; KID WILLIAMS. 1914]//// TOP CENTER ,FEATHER WEIGHTS;
;LEFT TO RIGHT..JOHNY DONDEE 1923...TERRY Mc GOVERN,1900...WILLY PEP 1942..ABE ATTELL 1908...HENRY ARMSTRONG.1937.../////TOP right..LIGHT WEIGHTS///,top left BENNY LEONAR 1917.under..JOE GANS,1902..center,IKE WILLIAMS 1947,,,[THIS IS THE LATTEST DATE ON THE POSTER] topright.BERNEY ROSS.1933.under.TONY CANZONARI.1930.../////AT CENTER...HEAVY WEIGHTS..top left.JAMEM J. JEFFRIES. 1899...under.JHON L. SULLIVAN.1882..center .JOE LOUIS.1937..top r..JACK DEMPSEY.1919....under.JAMES J. CORBETT.1892.///BOTTOM LEFT,WELTER WEIGHTS...top,l.MICKY WALKER.1922 ..under.JIMMY MC LARNIN.1933...center. SUGAR RAY ROBINSON.1946...top,r.JOE WALCOTT.1901..under,.JACK BRITTON.1919..////BOTTOM CENTER...MIDDLE WEIGHTS..top.l...STENLY KETCHELL.1907..under..BILLY PAPKE.1907...center..ROCKY GRAZIANO.1947...top.r.HARRY GREB.1923...under..JACK DEMPSEY.1884./////BOTTOM RIGHT...LIGHT HEAVY WEIGHTS...top left .. SAM LANGFORD[no date].under..BILLY CONN 1939..center..GUS LESNEVICH.1941..top.r.BOB  PITZIMMONS.[ [no date].under.. KID McCOY[no date  ] ////  THIS ARE ALL THE NAMES ON THE POSTER, IT SAY ALSO FOR EA. ONE, IN, HOW MANY ROUND THEY WON WERE AND AGAINST WHO. AND  WERE THEY CAME FROM.JUST ONE EXAMPLE;;;///"" JOE LOUIS, DETROIT MICHIGANwon title from,JAMES J. GRODDOK. K.O 8 ROUNDS  . JUNE 22 1937.CHICAGO""./// for $ 5  i will send a large
  postcard with page of all detail....here you are the  BOXING POSTER OF ALL TIME.!!![ PRINTED AT THE LATE 40'SBY.''CHAMPS of SPORT,59!
south pearl st,albany new york'' and also the ris a small trade mark.in the bottom center,says;,''local no 1 union lithographer,local 155 , of america new york'.'.... here is a piece of history for the boxing collectors.......note ; i have seen this poster several years ago at auction house bringing $ 225.will start the bid at $200with no reserve!!!GOOD LUCK","HISTORICAL CHAMPIONS BOXING POSTER till the 40s mint","Historical Champions","poster","http://igalcalderpicassowarhol.com/hichbopoti40.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_63487136",19,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_63643962",175,200,"BOXING"
"INDIANA, IGAL M ATELIER, CALDER  AVEDON KINSKI ,NAGEL, RAZZIA ,COTY, BEN SHAHN,  ERTE ","BEN SHAHAN 1898-1969 A RETROSPECTIVE  JEWISH MUSEUM NY 1977  VINTAGE POSTER SIZE 27.1/2 X 21 INCH RARE VINTAGE IN MINT CONDITION","BEN SHAHN 1898-1969 A RETROSPECTIVE  JEWISH MUSEUM NY 1977  VINTAGE POSTER","Ben Shahn","poster","http://igalcalderpicassowarhol.com/bensh18rejem.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_67788508",20,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_68341574",,75,"SHAHN1"
"INDIANA, IGAL M ATELIER, CALDER  AVEDON KINSKI ,NAGEL, RAZZIA ,COTY, BEN SHAHN,  ERTE ","RAZZIA VINTAGE ""Paris Pret a Porter Feminin"" 1981
  35 X 23.1/2  inches
original poster in excellent condition
.The print or poster in this particular bid auction has it's own description representation to my best knowledge,*** I am a retired art dealer a publisher and distributor of art prints and posters for over 35 years, and well known in the ART POSTER BUSINESS MOSTLY, I bring you these prints and posters ,""lithograph"" or ""serigraph"" or ""photo offset"" , some are plate signed, many of which are out of print and hard to find, in the conditions as describe, from my old stock mostly out of printVINTAGE PRINTS. POSTERS. IGAL.M ¬∑CHAKI. .MAN RAY .FRANK STELLA. CALDER¬∑ PICASSO  AVEDON MARILYN MONROE ¬∑ ANDY WARHOL ¬∑CHAGALL. OLYMPICS ¬∑ FOLON ¬∑ TOULOUSE LAUTREC ¬∑ CASSANDRE. DALI. MIRO. ERTE. NAGEL. MATISSE. INDIANA. MILTON GLASER,BOTERO. POLISH POSTERS.  JAZZ. AUTOGRAPHS","RAZZIA VINTAGE ""Paris Pret a Porter Feminin"" 198135 X 23.1/2  inches original poster in mint condition

","Razzia","poster","http://igalcalderpicassowarhol.com/ravipprpofe1.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_72653204",21,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_72756529",120,140,"razziaparis"
"INDIANA, IGAL M ATELIER, CALDER  AVEDON KINSKI ,NAGEL, RAZZIA ,COTY, BEN SHAHN,  ERTE ","Charles Loupot,COTY Art Poster Print VERY RARE
23 X 32.1/2 INCH 
THIS NOT GICLE NOR OTHER  REPRODUCTION 
THIS IS THE ORIGNAL PRINTING AND  PUBLISHIG BY PARK SOUTH PRESENTATION IN NEW YORK  WITH THEIR EMBOSED CAT SIMBOL  WITH SIZE OF 23 X 32.1/2 INCH AND PRINTED AT LITHOVERITY {c}PSP LTD 1980 
[text on the bottom}The print or poster in this particular bid auction has it's own description representation to my best knowledge,*** I am a retired art dealer a publisher and distributor of art prints and posters for over 35 years, and well known in the ART POSTER BUSINESS MOSTLY, I bring you these prints and posters ,""lithograph"" or ""serigraph"" or ""photo offset"" , some are plate signed, many of which are out of print and hard to find, in the conditions as describe, from my old stock. many you see here are one of a kind.","Charles Loupot,COTY  vintage Art Poster Print the original printing 1980 VERY RARE","Charles Loupot","poster","http://igalcalderpicassowarhol.com/chloviartpop.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_73454844",22,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_73621323",,175,"newitem256859666"
"INDIANA, IGAL M ATELIER, CALDER  AVEDON KINSKI ,NAGEL, RAZZIA ,COTY, BEN SHAHN,  ERTE ","ROBERT INDIANA""The Santa Fe Opera"" .Original Serigraph,exhibition poster  for the Santa Fe Opera in 1976, celebrating 20 years (1957-1976) of performances. Printed on thick paper, published by List Art posters.limited edition of 3000 measures 31¬î x 22¬î, in near condiotion .These posters are treasures for the Met posters collector. They are no longer available from the Met and they are not in any art dealer listing on the Internet. There may be few available as small reproductions in different sizes, but they are not originals. These are the originals from the Metropolitan Museum.From the 90 images we used to have, we have only about 20 left, including a few Monets and 4 Tiffany posters. Good luck.The print or poster in this particular bid auction has its own description to the best of my knowledge. *** I am a retired art dealer--a publisher and distributor of art prints and posters for over 35 years, and well known especially in the ART POSTER BUSINESS, I bring you these prints and posters,""lithograph"", ""serigraph"" or ""photo offset"". Some are plate signed, many of which are out of print and hard to find, in the condition as described from my original stock. Many you see here are one-of-a-kind.VINTAGE PRINTS & POSTERS: IGAL.M - CHAKI - MAN RAY - FRANK STELLA - CALDER - PICASSO - AVEDON - MARILYN MONROE - ANDY WARHOL - CHAGALL -OLYMPICS - FOLON ¬∑ TOULOUSE LAUTREC ¬∑ CASSANDRE - DALI - MIRO - ERTE - NAGEL - MATISSE - INDIANA - MILTON GLASER - BOTERO - POLISH POSTERS - JAZZ -METROPOLITAN MUSEUM OF ART -MONET-RENOIR- GAUGUIN-VAN GOGH-DEGAS-TIFFANY-AND AUTOGRAPHS .","ROBERT INDIANA

""The Santa Fe Opera"" .Original Serigraph,exhibition poster  for the Santa Fe Opera in 1976, celebrating 20 years (1957-1976) of performances. Printed on thick paper, published by List Art posters.limited edition of 3000 measures 31¬î x 22¬î, in near condiotion 
","Robert Indiana","poster","http://igalcalderpicassowarhol.com/roinsafeopos.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_76167244",23,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_76234048",,250,"indisanta"
"CELEBRITIES AUTOGRAPHS  HOLYWWOD, SPORT,IGAL M ATELIER,","RAREBURT LANCASTERACADEMY AWARD WINNER Autographed Hand Signed 8x10 Photo FROM 
""ROPE OF SAND""..YOU ARE BIDDING ON THIS BEAUTIFUL PHOTO HAND SIGND WITH CERTIFICATE OF AUTHENTICITY""FROM TODD MUELLER AUTOGRAPHS"" THAT I BOUGHT YEARS AGOALL ITEMS SENT USPS PRIORITY MAIL INSUREDfromMY private collection of autographs I start collecting over30 year ago,ALL GENUINE HAND SIGNED WITH CERTIFICATE OF AUTHENTICITY
money back guarantee","AUTOGRAPH HAND SIGNED   BY BURT LANCASTER  COA","Burt Lancaster","poster","http://igalcalderpicassowarhol.com/aitr.html","http://ep.yimg.com/ca/I/yhst-133339157741621_2267_50086806",24,"http://ep.yimg.com/ca/I/yhst-133339157741621_2267_50366438",,125,"PHBURT"
